title,company,location,type,skills_required,salary_min,salary_max,category
Senior MLOps Engineer,Basecamp Quantum Works,Remote,Full-time,"Kubernetes, CI/CD Pipelines, MLOps, Terraform, Docker",117074,130197,Data & Analytics
Senior Data Engineer,Granite Quantum Systems,"Washington, DC",Full-time,"Data Warehousing, SQL, Python, Scrum, Apache Spark",134109,159195,Data & Analytics
Staff NLP Engineer,Palisade Vector Digital,"London, UK",Part-time,"Hugging Face Transformers, Generative AI, Deep Learning, Scrum, Large Language Models, Natural Language Processing",171548,181780,Data & Analytics
Junior Business Intelligence Analyst,Cinderpeak Systems Group,Singapore,Full-time,"Data Governance, Tableau, SQL, Power BI",61415,67027,Data & Analytics
Staff MLOps Engineer,Ashgrove Stream Systems,Remote,Full-time,"Amazon Web Services, Scrum, Python, Google Cloud Platform, Kubernetes, CI/CD Pipelines, Microsoft Azure",155929,171705,Data & Analytics
Intern Machine Learning Engineer,Meridian Signal Group,"New York, NY",Internship,"Vector Embeddings, Python, MLOps, Cross-functional Collaboration",24713,34971,Data & Analytics
Intern Data Analyst,Starling Field IT,"London, UK",Internship,"Scrum, Data Analysis, SQL, Mixpanel, Excel, Tableau",30536,39313,Data & Analytics
Staff MLOps Engineer,Nova Field Tech,"Boston, MA",Full-time,"MLOps, Python, Amazon Web Services",161407,183005,Data & Analytics
Mid-level AI Research Engineer,Starling Field Group,"Washington, DC",Full-time,"Generative AI, Natural Language Processing, Computer Vision, Git, Deep Learning, Prompt Engineering",94263,101684,Data & Analytics
Senior Quantitative Analyst,Crestline Quantum Partners,Remote,Full-time,"Time Series Analysis, R, SQL, Predictive Analytics, Python, Statistics, Financial Modeling",127252,149989,Data & Analytics
Senior Quantitative Analyst,Ashgrove Metrics Tech,"Los Angeles, CA",Full-time,"Jira, Machine Learning, Time Series Analysis, SQL, Python, Predictive Analytics, R, Financial Modeling",125030,150047,Data & Analytics
Staff Data Scientist,Starling Bridge Digital,"Vancouver, BC",Full-time,"Data Analysis, Predictive Analytics, Cross-functional Collaboration, Scikit-learn",165196,191022,Data & Analytics
Senior Data Analyst,Onyx Pattern Studio,Singapore,Part-time,"Data Visualization, Excel, SQL, Google Analytics, Amplitude",124368,151096,Data & Analytics
Mid-level Quantitative Analyst,Meridian Cloud AI,"Dublin, Ireland",Full-time,"R, Time Series Analysis, Statistical Modeling",97821,111948,Data & Analytics
Junior Computer Vision Engineer,Crestline Bridge Analytics,Remote,Full-time,"MLOps, Docker, Python, PyTorch",63283,71977,Data & Analytics
Senior Machine Learning Engineer,Pinecrest Neural Robotics Group,"Los Angeles, CA",Full-time,"Apache Spark, TensorFlow, Critical Thinking, Python",116672,143027,Data & Analytics
Intern Data Analyst,Granite Pattern Systems,"New York, NY",Internship,"SQL, A/B Testing, Tableau, Amplitude, Excel",29454,35521,Data & Analytics
Principal AI Research Engineer,Ironwood Cloud Works,Remote,Full-time,"Large Language Models, Natural Language Processing, PyTorch, Communication",170345,185195,Data & Analytics
Analytics Engineering Manager,Onyx Signal Collective,Remote,Full-time,"Stakeholder Management, Roadmap Planning, Data Governance, SQL, Team Leadership, Data Modeling",151783,171247,Data & Analytics
Junior AI Research Engineer,Ironwood Cloud Works,"London, UK",Full-time,"Hugging Face Transformers, Computer Vision, Deep Learning",65969,78231,Data & Analytics
Senior Computer Vision Engineer,Vertex Vector Works,"Boston, MA",Contract,"Machine Learning, Computer Vision, MLOps, Docker, TensorFlow, Python, Feature Engineering",119177,142122,Data & Analytics
Junior Quantitative Analyst,Basecamp Quantum IT,"Seattle, WA",Full-time,"Statistics, Python, R, Statistical Modeling, SQL",64145,76272,Data & Analytics
Mid-level Data Engineer,Silverlake Data Robotics Group,Remote,Full-time,"Data Pipeline Design, Apache Kafka, Apache Airflow, ETL Pipelines",85667,94403,Data & Analytics
Senior NLP Engineer,Harborline Cognition Digital,Remote,Full-time,"Large Language Models, TensorFlow, Deep Learning, Technical Writing, PyTorch",121942,144104,Data & Analytics
Junior AI Research Engineer,Silverlake Grid Analytics,"Boston, MA",Full-time,"Prompt Engineering, Python, Reinforcement Learning, Hugging Face Transformers",62113,68060,Data & Analytics
Lead NLP Engineer,Bluepeak Neural Works,"Berlin, Germany",Full-time,"Vector Embeddings, Python, Prompt Engineering, Hugging Face Transformers",143217,159499,Data & Analytics
Mid-level Machine Learning Engineer,Harborline Digital Analytics,Remote,Full-time,"PyTorch, MLOps, Docker",92546,106680,Data & Analytics
Lead Computer Vision Engineer,Cascadia Compute Ventures,"Boston, MA",Part-time,"Python, Feature Engineering, Critical Thinking, PyTorch, Deep Learning, MLOps",155435,179910,Data & Analytics
Analytics Engineering Manager,Thornfield Neural IT,"Dublin, Ireland",Full-time,"Technical Writing, SQL, Team Leadership, Stakeholder Management",131550,150801,Data & Analytics
"Principal Research Scientist, AI",Starling Bridge Digital,Remote,Full-time,"GenAI, Python, Reinforcement Learning, Prompt Engineering, NLP, Computer Vision, PyTorch, Deep Learning",167857,187933,Data & Analytics
"Lead Research Scientist, AI",Cascadia Data Ventures,Remote,Full-time,"Reinforcement Learning, Natural Language Processing, Generative AI",156317,172751,Data & Analytics
Senior Machine Learning Engineer,Crestline Bridge Analytics,"Sydney, Australia",Full-time,"MLOps, Python, PyTorch, Machien Learning",136445,158024,Data & Analytics
Senior MLOps Engineer,Thornfield Bridge Software,"Seattle, WA",Part-time,"Google Cloud Platform, MLOps, Microsoft Azure, Amazon Web Services, Docker, Apache Airflow",122563,137727,Data & Analytics
Staff MLOps Engineer,Nova Cloud Robotics Group,"Berlin, Germany",Full-time,"Kubernetes, Docker, Machine Learning, Time Management",154355,177529,Data & Analytics
Intern Analytics Engineer,Ashgrove Metrics Tech,"Washington, DC",Internship,"Python, Technical Writing, Power BI, Data Warehousing, Snowflake",27913,34264,Data & Analytics
Data Science Manager,Starling Digital Ventures,"Austin, TX",Contract,"Machine Learning, Python, Statistics, Predictive Analytics",151110,165663,Data & Analytics
Senior Analytics Engineer,Cobalt Data Group,Remote,Full-time,"SQL, Python, Tableau, Looker, Snowflake, Data Quality Management",119792,144572,Data & Analytics
Lead NLP Engineer,Onyx Signal Collective,"London, UK",Full-time,"Generative AI, Natural Language Processing, PyTorch, Vector Embeddings, Deep Learning",146802,173472,Data & Analytics
Senior Business Intelligence Analyst,Copperfield Compute Labs,Remote,Full-time,"Data Governance, Metabase, Excel VBA, Qlik Sense, Business Intelligence, SQL, Power BI, Tableau",116729,130550,Data & Analytics
Senior NLP Engineer,Ashgrove Stream Systems,"Sydney, Australia",Full-time,"Generative AI, NATURAL LANGUAGE PROCESSING, Large Language Models,  TensorFlow , Hugging Face Transformers",127370,153402,Data & Analytics
Staff MLOps Engineer,Starling Digital Robotics Group,"Amsterdam, Netherlands",Full-time,"Docker, Microsoft Azure, CI/CD Pipelines",162512,174396,Data & Analytics
Mid-level Data Scientist,Copperfield Pattern Systems,"Denver, CO",Full-time,"Python, SQL, Statistical Modeling, Time Management, Machine Learning, TensorFlow",100420,115327,Data & Analytics
Analytics Engineering Manager,Onyx Metrics Digital,Remote,Full-time,"Team Leadership, Data Governance, Data Modeling",126064,148288,Data & Analytics
Junior Analytics Engineer,Meridian Signal Group,"London, UK",Full-time,"Data Quality Management, Looker, Business Intelligence, dbt, Time Management",69594,79558,Data & Analytics
Intern Data Analyst,Northfield Neural Group,"Berlin, Germany",Internship,"SQL, Python, Data Visualization, Excel, Tableau",31021,38470,Data & Analytics
Intern Data Scientist,Starling Digital Ventures,Remote,Internship,"Deep Learning, Pandas, Predictive Analytics",28162,34760,Data & Analytics
Mid-level Business Intelligence Analyst,Onyx Pattern Studio,"Bangalore, India",Contract,"Tableau, Power BI, SQL",91624,105396,Data & Analytics
Junior NLP Engineer,Onyx Bridge Tech,"Washington, DC",Contract,"Statistics, Generative AI, Natural Language Processing, Deep Learning, Hugging Face Transformers",70658,83501,Data & Analytics
Senior Analytics Engineer,Ironwood Insight AI,"Bangalore, India",Full-time,"Problem Solving, Data Modeling, dbt, Snowflake",117507,145419,Data & Analytics
Intern Analytics Engineer,Crestline Compute IT,"Berlin, Germany",Internship,"Data Warehousing, Data Governance, Data Quality Management, dbt, Communication, Snowflake, BigQuery",22821,31094,Data & Analytics
Mid-level MLOps Engineer,Basecamp Compute Partners,"Atlanta, GA",Full-time,"Kubernetes, CI/CD Pipelines, Google Cloud Platform, Microsoft Azure, Python, Amazon Web Services, Docker",90308,99954,Data & Analytics
"Staff Research Scientist, AI",Granite Pattern Systems,"Washington, DC",Full-time,"Large Language Models, Technical Writing, Deep Learning, Generative AI, Statistics, PyTorch",159735,171381,Data & Analytics
Mid-level NLP Engineer,Fernwood Grid Studio,"Amsterdam, Netherlands",Full-time,"TensorFlow, PyTorch, Large Language Models, Statistics, Hugging Face Transformers",102453,112376,Data & Analytics
Mid-level MLOps Engineer,Redwood Field Studio,Remote,Contract,"Terraform, CI/CD Pipelines, Microsoft Azure, MLOps",85251,100999,Data & Analytics
Mid-level Business Intelligence Analyst,Ironwood Cloud Works,"Vancouver, BC",Full-time,"Agile Methodology, Data Modeling, Google Data Studio, SQL, Data Governance, Metabase",101423,118347,Data & Analytics
Mid-level MLOps Engineer,Onyx Vector Systems,Remote,Full-time,"Amazon Web Services, Microsoft Azure, Cross-functional Collaboration, CI/CD Pipelines, Python, Kubernetes",98317,107580,Data & Analytics
"Mid-level Research Scientist, AI",Basecamp Quantum Works,Remote,Full-time,"PyTorch, Deep Learning, Generative AI, Agile Methodology, Python, Computer Vision, Large Language Models",96712,111834,Data & Analytics
Mid-level Computer Vision Engineer,Granite Compute IT,"Vancouver, BC",Contract,"OpenCV, MLOps, PyTorch, Deep Learning, Python",91437,109936,Data & Analytics
Intern Data Scientist,Silverlake Vector Studio,"Boston, MA",Internship,"Python, SCIKIT-LEARN, Machine Learning, A/B Testing",25494,35766,Data & Analytics
Analytics Engineering Manager,Silverlake Data Robotics Group,"Atlanta, GA",Full-time,"SQL, Roadmap Planning, Team Leadership, Problem Solving",128066,146945,Data & Analytics
Senior Machine Learning Engineer,Bluepeak Neural Works,Singapore,Full-time,"Deep Learning, Reinforcement Learning, Docker, TensorFlow",137739,149376,Data & Analytics
Senior AI Research Engineer,Onyx Pattern Studio,"Sydney, Australia",Full-time,"Deep Learning, Statistics, Agile Methodology, Hugging Face Transformers, Python",134560,158986,Data & Analytics
Mid-level Data Scientist,Granite Cloud Digital,"Sydney, Australia",Full-time,"SQL, Critical Thinking, Time Series Analysis, Scikit-learn, NumPy, Predictive Analytics",91692,100596,Data & Analytics
Data Science Manager,Basecamp Compute Digital,"London, UK",Full-time,"Machine Learning, Python, Statistics, Predictive Analytics",143945,163758,Data & Analytics
Lead Quantitative Analyst,Silverlake Vector Studio,Remote,Full-time,"R, Statistical Modeling, SQL, Python, Predictive Analytics, Machine Learning",149646,175032,Data & Analytics
Senior AI Research Engineer,Ironwood Neural AI,"Amsterdam, Netherlands",Full-time,"Natural Language Processing, Hugging Face Transformers, Computer Vision, Statistics, Generative AI, Reinforcement Learning, Large Language Models",118110,146724,Data & Analytics
Junior Business Intelligence Analyst,Onyx Signal Collective,"Seattle, WA",Full-time,"Business Intelligence, Tableau, Qlik Sense",66397,73836,Data & Analytics
Junior Data Analyst,Windward Data Tech,"Los Angeles, CA",Full-time,"Tableau, Cross-functional Collaboration, Python, Data Analysis, SQL",63953,75598,Data & Analytics
Senior Data Scientist,Crestline Insight Studio,"Vancouver, BC",Full-time,"Data Analysis, Scikit-learn, A/B Testing, Statistical Modeling",139029,164862,Data & Analytics
Senior Analytics Engineer,Onyx Digital Digital,"Amsterdam, Netherlands",Full-time,"SQL, Data Modeling, Python, dbt",134808,159083,Data & Analytics
Senior Computer Vision Engineer,Basecamp Compute Digital,"Denver, CO",Full-time,"Deep Learning, Docker, Python, OpenCV, Machine Learning",134429,164363,Data & Analytics
Intern Data Analyst,Starling Bridge Digital,Remote,Internship,"Amplitude, SQL, Data Storytelling, Tableau, Statistics, Time Management",25590,30248,Data & Analytics
Junior Business Intelligence Analyst,Crestline Compute IT,"Toronto, ON",Full-time,"Power BI, Data Modeling, Tableau, Business Intelligence",71033,80048,Data & Analytics
Junior Computer Vision Engineer,Ridgeback Systems Tech,"Toronto, ON",Full-time,"Deep Learning, Computer Vision, PyTorch, TensorFlow",62631,67820,Data & Analytics
Analytics Engineering Manager,Pinecrest Quantum Systems,"San Francisco, CA",Full-time,"Data Governance, dbt, Stakeholder Management, Team Leadership, Critical Thinking, SQL",131920,153807,Data & Analytics
"Mid-level Research Scientist, AI",Nova Cloud Robotics Group,"Los Angeles, CA",Full-time,"Prompt Engineering, PyTorch, Deep Learning, Agile Methodology, Generative AI",92967,112278,Data & Analytics
Mid-level Data Scientist,Northfield Neural Group,"New York, NY",Full-time,"Pandas, Time Management, NumPy, Time Series Analysis",101612,110745,Data & Analytics
Intern Machine Learning Engineer,Starling Cloud Works,"London, UK",Internship,"Feature Engineering, Deep Learning, Scikit-learn, Machine Learning",24341,31634,Data & Analytics
"Staff Research Scientist, AI",Redwood Field Studio,"Seattle, WA",Full-time,"Statistics, PyTorch, Reinforcement Learning, Python, Generative AI, Large Language Models",159697,170481,Data & Analytics
Data Science Manager,Meridian Signal Group,Remote,Full-time,"Data Analysis, Statistics, Jira, Machine Learning, Team Leadership",135579,157801,Data & Analytics
Intern Analytics Engineer,Fernwood Metrics Software,"Vancouver, BC",Internship,"Data Quality Management, BigQuery, Python, SQL, Tableau, Looker",23416,30870,Data & Analytics
Analytics Engineering Manager,Basecamp Compute Partners,"Atlanta, GA",Contract,"Stakeholder Management, Data Warehousing, Team Leadership, dbt, SQL, Roadmap Planning",138552,161605,Data & Analytics
Mid-level Analytics Engineer,Nova Bridge AI,"Dublin, Ireland",Contract,"SQL, Data Governance, Python, Data Quality Management, Business Intelligence, BigQuery",95714,108254,Data & Analytics
Junior Business Intelligence Analyst,Lumen Insight Digital,"Boston, MA",Full-time,"Excel VBA, Looker, Data Modeling, Power BI, Metabase",71451,77184,Data & Analytics
Senior Analytics Engineer,Meridian Cloud AI,Remote,Full-time,"Data Warehousing, BigQuery, Problem Solving, SQL, dbt, Data Governance",123738,141800,Data & Analytics
Junior AI Research Engineer,Cascadia Compute Ventures,"Dublin, Ireland",Full-time,"Prompt Engineering, Deep Learning, Generative AI, Critical Thinking, Hugging Face Transformers",64075,74979,Data & Analytics
Mid-level NLP Engineer,Crestline Insight Studio,Remote,Full-time,"Deep Learning, Statistics, Hugging Face Transformers",95160,102222,Data & Analytics
Senior Business Intelligence Analyst,Meridian Cloud AI,"Denver, CO",Full-time,"Excel VBA, Business Intelligence, Tableau, Qlik Sense, SQL, Power BI",138451,158586,Data & Analytics
Junior AI Research Engineer,Basecamp Compute Digital,"Washington, DC",Contract,"Statistics, Hugging Face Transformers, PyTorch, Generative AI, Large Language Models",69394,76569,Data & Analytics
Staff MLOps Engineer,Basecamp Compute Digital,"Toronto, ON",Part-time,"Microsoft Azure, Kubernetes, MLOps, CI/CD Pipelines, Terraform",151851,164455,Data & Analytics
Senior Data Engineer,Skyline Data Robotics Group,"Atlanta, GA",Full-time,"ETL Pipelines, Data Pipeline Design, Python",119538,133565,Data & Analytics
Senior Data Scientist,Cascadia Data Ventures,"Seattle, WA",Part-time,"Predictive Analytics, Data Analysis, A/B Testing",139390,158742,Data & Analytics
Lead MLOps Engineer,Silverlake Grid Analytics,"Bangalore, India",Contract,"CI/CD Pipelines, Apache Airflow, Docker, Kubernetes, Time Management",162082,188402,Data & Analytics
Intern Analytics Engineer,Thornfield Quantum Tech,Singapore,Internship,"Data Quality Management, Data Warehousing, Power BI, Tableau, SQL",27626,39192,Data & Analytics
Junior Machine Learning Engineer,Brightwell Systems Studio,"London, UK",Full-time,"Docker, Reinforcement Learning, Scikit-learn, Deep Learning, MLOps, Vector Embeddings, Git",68208,75475,Data & Analytics
Intern Data Scientist,Ridgeback Cognition Group,"Boston, MA",Internship,"NumPy, Deep Learning, Scikit-learn, Cross-functional Collaboration, Statistics",25725,29911,Data & Analytics
Analytics Engineering Manager,Nova Cloud Robotics Group,"Chicago, IL",Full-time,"dbt, Data Governance, Data Warehousing, Data Modeling",138389,170762,Data & Analytics
Intern Analytics Engineer,Ridgeback Systems Tech,"Austin, TX",Internship,"Data Modeling, Business Intelligence, Git, dbt, Python",23791,32765,Data & Analytics
Analytics Engineering Manager,Cinderpeak Grid Analytics,Remote,Full-time,"Stakeholder Management, Agile Methodology, dbt, SQL, Team Leadership, Data Governance",135732,163736,Data & Analytics
"Mid-level Research Scientist, AI",Amberton Insight Labs,"Denver, CO",Full-time,"Agile Methodology, Reinforcement Learning, Large Language Models, Generative AI, Deep Learning",102114,118079,Data & Analytics
Junior Quantitative Analyst,Silverlake Grid Analytics,"Toronto, ON",Full-time,"Predictive Analytics, Statistical Modeling, Git, Statistics, Financial Modeling, SQL",64231,71174,Data & Analytics
Lead Data Scientist,Granite Pattern Systems,"Dublin, Ireland",Full-time,"Deep Learning, A/B Testing, TensorFlow, Statistics, Data Visualization, Python, Predictive Analytics, R",149766,160526,Data & Analytics
Analytics Engineering Manager,Ashgrove Metrics Tech,"Seattle, WA",Full-time,"dbt, Data Warehousing, Stakeholder Management",134413,152150,Data & Analytics
Intern Machine Learning Engineer,Fernwood Bridge Works,"Bangalore, India",Internship,"Deep Learning, TensorFlow, Python, Machine Learning, XGBoost",22345,28602,Data & Analytics
Analytics Engineering Manager,Cobalt Field Robotics Group,Singapore,Full-time,"Data Modeling, Data Governance, Stakeholder Management, Roadmap Planning, Data Warehousing, dbt",130468,158270,Data & Analytics
Mid-level NLP Engineer,Onyx Pattern Studio,"Toronto, ON",Full-time,"Large Language Models, Deep Learning, Python, Natural Language Processing, PyTorch, Git",92581,105167,Data & Analytics
Intern Data Engineer,Fernwood Field Robotics Group,"Austin, TX",Internship,"Apache Kafka, BigQuery, ETL Pipelines, Apache Spark, Databricks, Snowflake, SQL",22108,26878,Data & Analytics
Senior Quantitative Analyst,Crestline Quantum Partners,"Berlin, Germany",Full-time,"Time Series Analysis, Predictive Analytics, Statistical Modeling, Financial Modeling, Machine Learning",135822,162822,Data & Analytics
Junior Data Analyst,Granite Pattern Systems,"San Francisco, CA",Full-time,"Power BI, Data Analysis, Excel, Agile Methodology, Tableau",68431,80485,Data & Analytics
Intern Data Scientist,Lumen Field IT,"Seattle, WA",Internship,"Data Analysis, Time Series Analysis, A/B Testing, R, Scikit-learn",29030,36056,Data & Analytics
Mid-level Business Intelligence Analyst,Ridgeback Systems Tech,"Dublin, Ireland",Contract,"Technical Writing, Metabase, Qlik Sense, Power BI, SQL",85686,98252,Data & Analytics
Mid-level Quantitative Analyst,Pinecrest Quantum Systems,Remote,Full-time,"Py, Predictive Analytics, Time Series Analysis, SQL, Financial Modeling",86309,102122,Data & Analytics
Senior AI Research Engineer,Fernwood Field Robotics Group,"Amsterdam, Netherlands",Full-time,"Generative AI, Large Language Models, Vector Embeddings, Computer Vision",139409,167833,Data & Analytics
Junior Business Intelligence Analyst,Northfield Neural Group,"New York, NY",Full-time,"Business Intelligence, Power BI, Problem Solving, SQL, Data Governance",69776,75496,Data & Analytics
Junior Machine Learning Engineer,Cobalt Field Robotics Group,Singapore,Part-time,"Problem Solving, TensorFlow, PyTorch, Scikit-learn, Model Interpretability (SHAP/LIME), Python, Kubernetes",64446,79307,Data & Analytics
"Staff Research Scientist, AI",Onyx Vector Systems,"Denver, CO",Full-time,"Large Language Models, Deep Learning, PyTorch, Generative AI",161797,180968,Data & Analytics
Junior Computer Vision Engineer,Thornfield Neural IT,Remote,Full-time,"MLOps, Deep Learning, Python, OpenCV",65292,73492,Data & Analytics
Analytics Engineering Manager,Copperfield Compute Labs,"New York, NY",Full-time,"Team Leadership, SQL, dbt, Jira, Data Modeling",126723,139369,Data & Analytics
Business Intelligence Analyst Manager,Halcyon Metrics Digital,"Seattle, WA",Full-time,"SQL, Excel VBA, Tableau",149234,170974,Data & Analytics
Mid-level Data Engineer,Lumen Field IT,"New York, NY",Contract,"dbt, Apache Airflow, Data Pipeline Design, Redshift",96050,104954,Data & Analytics
Lead Analytics Engineer,Granite Cloud Digital,"Austin, TX",Full-time,"Business Intelligence, SQL, Python, Data Governance",146019,161179,Data & Analytics
Senior NLP Engineer,Granite Quantum Systems,Singapore,Full-time,"Hugging Face Transformers, Large Language Models, Python, Deep Learning, Generative AI",122708,135658,Data & Analytics
Mid-level Data Engineer,Cobalt Data Group,"Sydney, Australia",Contract,"Python, Git, Apache Kafka, Data Warehousing, Apache Spark, Databricks, Redshift",86023,94869,Data & Analytics
Mid-level Data Scientist,Windward Field Partners,Remote,Full-time,"a/b testing, Statistical Modeling, Scikit-learn, Machine Learning",87973,98132,Data & Analytics
Intern Analytics Engineer,Silverlake Quantum Group,"London, UK",Internship,"Python, Data Modeling, SQL",28277,36794,Data & Analytics
Junior AI Research Engineer,Pinecrest Quantum Systems,"Berlin, Germany",Full-time,"Reinforcement Learning, Computer Vision, Technical Writing, Hugging Face Transformers, Large Language Models",62168,74450,Data & Analytics
Mid-level Business Intelligence Analyst,Fernwood Field Robotics Group,Remote,Full-time,"Data Modeling, Excel VBA, SQL, BI, Data Governance",90941,108774,Data & Analytics
Mid-level MLOps Engineer,Lumen Insight Digital,"Vancouver, BC",Part-time,"Amazon Web Services, CI/CD Pipelines, Docker, Machine Learning",88028,99659,Data & Analytics
Staff MLOps Engineer,Ironwood Insight AI,"Denver, CO",Full-time,"Time Management, Microsoft Azure, Terraform, Kubernetes, Amazon Web Services, Machine Learning, Docker",170687,195681,Data & Analytics
Lead MLOps Engineer,Onyx Pattern Studio,Remote,Full-time,"MLOps, CI/CD Pipelines, Google Cloud Platform",146447,169158,Data & Analytics
Mid-level Quantitative Analyst,Fernwood Grid Studio,"Washington, DC",Full-time,"Statistics, Time Series Analysis, Technical Writing, Python",101248,110707,Data & Analytics
Junior AI Research Engineer,Onyx Vector Systems,"Bangalore, India",Contract,"Vector Embeddings, Hugging Face Transformers, Prompt Engineering, Natural Language Processing, Deep Learning",69603,81634,Data & Analytics
Junior Business Intelligence Analyst,Palisade Vector Group,"San Francisco, CA",Full-time,"Data Modeling, Tableau, Business Intelligence",66638,79973,Data & Analytics
Staff Computer Vision Engineer,Fernwood Grid Studio,Remote,Full-time,"TensorFlow, Machine Learning, PyTorch, MLOps, Feature Engineering, Docker",169033,195997,Data & Analytics
Intern Analytics Engineer,Basecamp Compute Digital,"Atlanta, GA",Internship,"Data Warehousing, Tableau, SQL",25805,33566,Data & Analytics
Lead Computer Vision Engineer,Ashgrove Metrics Tech,"New York, NY",Part-time,"PyTorch, Jira, Python, Machine Learning",154297,176416,Data & Analytics
Data Science Manager,Lumen Insight Digital,"Austin, TX",Contract,"Predictive Analytics, Roadmap Planning, Python, Team Leadership, Statistics, Machine Learning",139348,159768,Data & Analytics
Junior AI Research Engineer,Pinecrest Metrics Partners,"Sydney, Australia",Part-time,"Large Language Models, Deep Learning, Hugging Face Transformers, Generative AI",61227,70008,Data & Analytics
Staff Data Engineer,Pinecrest Neural Robotics Group,Singapore,Contract,"Git, Python, Apache Airflow, Apache Kafka, Snowflake, Data Pipeline Design, SQL",154110,167059,Data & Analytics
Junior NLP Engineer,Northfield Quantum IT,"Los Angeles, CA",Full-time,"Deep Learning, Hugging Face Transformers, Python, TensorFlow",62433,75170,Data & Analytics
Intern Data Engineer,Thornfield Quantum Tech,Remote,Internship,"ETL Pipelines, Python, Apache Spark, SQL, Technical Writing, Redshift",25557,32779,Data & Analytics
Mid-level Computer Vision Engineer,Crestline Compute IT,Singapore,Full-time,"Docker, Computer Vision, Deep Learning, TensorFlow, Machine Learning",91991,112507,Data & Analytics
Analytics Engineering Manager,Ridgeback Cognition Group,"Chicago, IL",Full-time,"Roadmap Planning, Team Leadership, Stakeholder Management, Data Governance, dbt",151099,165991,Data & Analytics
Data Science Manager,Northfield Quantum IT,Singapore,Full-time,"Team Leadership, Python, Data Analysis, Technical Writing, Predictive Analytics, Statistics",144685,173395,Data & Analytics
Senior Data Analyst,Granite Digital Group,"Boston, MA",Full-time,"Tableau, Data Storytelling, Excel, Data Analysis, Statistics, Python, SQL, Mixpanel",124842,135713,Data & Analytics
Junior Machine Learning Engineer,Crestline Insight Studio,"Denver, CO",Full-time,"Reinforcement Learning, Model Interpretability (SHAP/LIME), Git, Feature Engineering, Scikit-learn, MLOPS",71518,78190,Data & Analytics
Junior AI Research Engineer,Fernwood Grid Studio,"Toronto, ON",Part-time,"Deep Learning, Natural Language Processing, Reinforcement Learning, Python",64660,76278,Data & Analytics
Intern Data Engineer,Cinderpeak Grid Analytics,"San Francisco, CA",Internship,"Databricks, Apache Spark, Apache Kafka, Data Pipeline Design, Redshift, Apache Hadoop",24030,35354,Data & Analytics
Junior AI Research Engineer,Harborline Digital Analytics,"Bangalore, India",Full-time,"Hugging Face Transformers, Deep Learning, Natural Language Processing, Prompt Engineering",64793,70424,Data & Analytics
"Staff Research Scientist, AI",Cinderpeak Grid Analytics,"Los Angeles, CA",Contract,"Reinforcement Learning, PyTorch, Prompt Engineering, Deep Learning, Statistics",161270,187295,Data & Analytics
"Senior Research Scientist, AI",Ironwood Neural AI,Remote,Full-time,"Reinforcement Learning, Deep Learning, Large Language Models, Scrum",118351,141904,Data & Analytics
Intern Machine Learning Engineer,Meridian Signal Group,Remote,Internship,"Scikit-learn, Time Management, Python, Feature Engineering",25980,34619,Data & Analytics
Mid-level Quantitative Analyst,Starling Digital Robotics Group,"Berlin, Germany",Full-time,"Statistical Modeling, R, Git, Time Series Analysis, Machine Learning, Financial Modeling",85876,104746,Data & Analytics
Intern Data Analyst,Thornfield Bridge Software,Remote,Internship,"Data Analysis, Data Storytelling, Technical Writing, Excel, Power BI, Tableau, Python",30459,34833,Data & Analytics
Intern Data Engineer,Nova Bridge AI,Remote,Internship,"Data Pipeline Design, Data Warehousing, Apache Spark, Agile Methodology, SQL",31314,35371,Data & Analytics
Data Science Manager,Palisade Bridge Ventures,Remote,Full-time,"Roadmap Planning, Statistics, SQL, Python,  Predictive Analytics , Team Leadership, Data Analysis",128459,158602,Data & Analytics
Staff Data Engineer,Ridgeback Cognition Group,Remote,Part-time,"Apache Hadoop, ETL Pipelines, Apache Spark, dbt",150710,168492,Data & Analytics
Senior Data Scientist,Granite Cloud Digital,"San Francisco, CA",Full-time,"Problem Solving, Predictive Analytics, A/B Testing, NumPy, Statistical Modeling",122119,141914,Data & Analytics
Intern Data Analyst,Onyx Signal Group,"New York, NY",Internship,"Tableau, Power BI, Python, Mixpanel, Agile Methodology",22303,32068,Data & Analytics
Junior Business Intelligence Analyst,Starling Digital Robotics Group,"New York, NY",Full-time,"Excel VBA, Tableau, Qlik Sense, Power BI",68316,83043,Data & Analytics
Junior AI Research Engineer,Cinderpeak Grid Analytics,"Seattle, WA",Contract,"Statistics, Prompt Engineering, Generative AI, Large Language Models, Natural Language Processing, Deep Learning",63837,73360,Data & Analytics
Analytics Engineering Manager,Crestline Bridge Analytics,Remote,Full-time,"Data Warehousing, Stakeholder Management, SQL",136610,154070,Data & Analytics
"Senior Research Scientist, AI",Thornfield Bridge Software,Remote,Full-time,"Generative AI, Deep Learning, Large Language Models, Reinforcement Learning",128137,145223,Data & Analytics
Senior NLP Engineer,Starling Digital Robotics Group,Remote,Full-time,"Large Language Models, Deep Learning, Python",139743,163426,Data & Analytics
Lead Computer Vision Engineer,Meridian Cloud AI,"Atlanta, GA",Full-time,"Computer Vision, Python, Jira, TensorFlow, Feature Engineering, PyTorch",153499,172665,Data & Analytics
Data Science Manager,Ironwood Insight AI,"Dublin, Ireland",Full-time,"Team Leadership, Machine Learning, Python, Data Analysis",148072,172535,Data & Analytics
