title,company,location,type,skills_required,salary_min,salary_max,category
Senior iOS Engineer,Granite Systems,"New York, NY",Part-time,"Mentoring, Mobile App Architecture, REST API Design, Domain-Driven Design, Swift, Objective-C",100616,146744,Software Engineering
Junior Backend Developer,Cascadia Systems,"Los Angeles, CA",Full-time,"CI/CD Pipelines, Caching Strategies, Amazon Web Services, Message Queues (RabbitMQ), gRPC",57215,78075,Software Engineering
Intern Frontend Engineer,Basalt Platforms,"Raleigh, NC",Internship,"HTML, Storybook, CSS, Vite",24738,38411,Software Engineering
Mobile Engineer,Onyx Platforms,"Bengaluru, India",Full-time,"Mobile Performance Optimization, Kotlin Multiplatform, React Native, Cross-platform Development, Dart, Mobile App Architecture",80291,105676,Software Engineering
Junior iOS Engineer,Silverbrook Systems,"San Francisco, CA",Full-time,"Mobile Performance Optimization, Xcode, Mobile App Architecture, SwiftUI, Mobile CI/CD, iOS Development, Push Notifications, Objective-C",59626,78710,Software Engineering
Junior Backend Engineer,Wrenfield Systems,"Denver, CO",Part-time,"Docker, Microsoft Azure, Cassandra, Amazon Web Services",55704,79193,Software Engineering
Lead Frontend Engineer,Driftwood Systems,Remote,Full-time,"Distributed Systems, Cross-browser Compatibility, Sass, Progressive Web Apps, HTML, Accessibility (WCAG)",145031,167858,Software Engineering
Principal Backend Developer,Northwind Platforms,Remote,Full-time,"Express.js, GraphQL, Go",150636,186564,Software Engineering
Intern Full Stack Developer,Driftwood Platforms,"Denver, CO",Internship,"Ruby, Vue.js, CSS, Message Queues (RabbitMQ), ASP.NET, REST API Design, Docker, HTML",26907,36760,Software Engineering
Frontend Developer,Gullhaven Platforms,"Seattle, WA",Part-time,"Vue.js, HTML, TypeScript, JavaScript, Code Review Practices",84537,105846,Software Engineering
Lead Mobile Developer (iOS),Crestline Systems,Remote,Full-time,"Mobile App Architecture, Mobile CI/CD, Mobile Performance Optimization, Hexagonal Architecture",136109,161814,Software Engineering
Principal Software Engineer,Ironwood Systems,Remote,Full-time,"CSS, JavaScript, Bootstrap",153256,179930,Software Engineering
Mobile Developer (Android),Vertex Systems,Remote,Full-time,"Scrum, Push Notifications, Android Development, Jetpack Compose, Mobile Performance Optimization, Mobile CI/CD",75957,104576,Software Engineering
Senior Software Engineer,Quartzline Systems,Remote,Full-time,"Communication, Google Cloud Platform, Angular, ASP.NET, Responsive Design, FastAPI",106500,140528,Software Engineering
Junior Frontend Engineer,Solstice Systems,"Washington, DC",Full-time,"JavaScript, Storybook, Cross-browser Compatibility,  Next.js , React, Vite, GraphQL Client (Apollo)",65013,76700,Software Engineering
Mobile Developer (Android),Granite Systems,Remote,Full-time,"Push Notifications, REST API Design, Kotlin, App Store Optimization",78284,97370,Software Engineering
Backend Engineer,Quartzline Systems,"Berlin, Germany",Contract,"Ruby, DynamoDB, CI/CD Pipelines, ASP.NET, Docker, Go",75203,103517,Software Engineering
Senior Frontend Developer,Onyx Platforms,Remote,Full-time,"Webpack, Storybook, Jest, Vue.js, Progressive Web Apps, Material UI, JavaScript, Tailwind CSS",117522,149551,Software Engineering
iOS Engineer,Timberline Systems,"Washington, DC",Full-time,"Push Notifications, iOS Development, Mobile Performance Optimization, Xcode, REST API Design, Objective-C",80555,105509,Software Engineering
Staff Full Stack Engineer,Skyline Platforms,Remote,Full-time,"Cassandra, Problem Solving, Vue.js, Accessibility (WCAG), Redis, Kotlin",148264,179692,Software Engineering
Intern Software Developer,Ashgrove Platforms,"Boston, MA",Internship,"Cassandra, Flask, Docker, Jest, Redux, Vue.js, Webpack, MongoDB",20336,39877,Software Engineering
Mobile Developer (iOS),Hollowreach Works,"Raleigh, NC",Full-time,"Mobile Performance Optimization, Xcode, Swift, SwiftUI, Push Notifications, iOS Development, Mobile CI/CD, Mobile App Architecture",76104,109279,Software Engineering
Engineering Manager,Marrow Platforms,"Denver, CO",Full-time,"Distributed Systems, ASP.NET, Docker, Redux, Jest",120371,169748,Software Engineering
Lead Frontend Developer,Ironwood Platforms,"Portland, OR",Contract,"Bootstrap, Progressive Web Apps, jQuery, Redux, Hexagonal Architecture, Cross-browser Compatibility",146529,168160,Software Engineering
Junior Mobile Engineer,Hollowreach Platforms,"Dublin, Ireland",Full-time,"React Native, Technical Writing, REST API Design, Mobile Performance Optimization",68382,79626,Software Engineering
"Engineering Manager, Frontend",Ironwood Platforms,"Amsterdam, Netherlands",Contract,"Mentoring, Svelte, Tailwind CSS, Storybook, TypeScript, Vue.js, HTML",124485,151948,Software Engineering
Senior Full Stack Developer,Cascadia Systems,Singapore,Full-time,"Microservices Architecture, GraphQL, Sass, HTML, jQuery, Microsoft Azure, System Design, JavaScript",108579,147132,Software Engineering
Lead Frontend Developer,Basalt Platforms,"San Francisco, CA",Contract,"TypeScript, Accessibility (WCAG), Tailwind CSS, Code Review Practices, Webpack, Figma",140362,171744,Software Engineering
Junior Frontend Developer,Copperbend Platforms,Remote,Part-time,"jQuery, React, Vue.js, GraphQL Client (Apollo), Tailwind CSS, CSS",61649,79821,Software Engineering
Principal Android Engineer,Vertex Platforms,Remote,Contract,"Team Leadership, Mobile CI/CD, Push Notifications, JETPACK COMPOSE, Domain-Driven Design, REST API Design, Kotlin",158843,187705,Software Engineering
Full Stack Developer,Gullhaven Platforms,Remote,Part-time,"Ruby on Rails, Docker, Svelte, Ruby",78373,109764,Software Engineering
Full Stack Engineer,Windemere Systems,"Raleigh, NC",Full-time,"ASP.NET, PostgreSQL, TypeScript, DynamoDB, Express.js, Angular, JavaScript",79221,105603,Software Engineering
Frontend Developer,Copperbend Platforms,"Seattle, WA",Full-time,"TypeScript, Agile Methodology, GraphQL Client (Apollo), Webpack",80753,106641,Software Engineering
iOS Engineer,Cobalt Systems,Remote,Contract,"SwiftUI, App Store Optimization, Mobile App Architecture, Xcode, Swift, Problem Solving, Objective-C, Mobile Performance Optimization",79903,102010,Software Engineering
Staff Mobile Developer (iOS),Wrenfield Platforms,"New York, NY",Contract,"Xcode, Mobile Performance Optimization, iOS Development, Team Leadership, Push Notifications, Mentoring, Mobile App Architecture, App Store Optimization",146542,182778,Software Engineering
Senior Backend Engineer,Foxglove Platforms,"Bengaluru, India",Contract,"MongoDB, Express.js, System Design,  Team Leadership , Redis, Flask, Ruby, NestJS",115588,148395,Software Engineering
Senior Mobile Developer (iOS),Slatestone Systems,"Boston, MA",Full-time,"Scrum, Xcode, Mobile CI/CD, Domain-Driven Design, Swift, iOS Development, Mobile Performance Optimization, Objective-C",102611,148829,Software Engineering
Junior Software Engineer,Pinecrest Systems,"Denver, CO",Full-time,"Kubernetes, MongoDB, Java, Vue.js, HTML, Django",56287,76146,Software Engineering
Junior Mobile Engineer,Pinecrest Platforms,"Denver, CO",Part-time,"Mobile CI/CD, React Native, Cross-platform Development, Flutter, Dart, REST API Design, Mobile Performance Optimization",56452,73859,Software Engineering
Junior Software Engineer,Cobalt Platforms,"Chicago, IL",Part-time,"CI/CD Pipelines, MySQL, HTML, Microservices Architecture, System Design, jQuery, Vite",55684,79084,Software Engineering
Senior Backend Developer,Cinderfall Platforms,"Denver, CO",Full-time,"MySQL, Team Leadership, Amazon Web Services",100164,149347,Software Engineering
iOS Engineer,Redwood Systems,"New York, NY",Part-time,"Swift, Xcode, App Store Optimization, Objective-C, Mobile Performance Optimization",81252,106797,Software Engineering
Intern Backend Developer,Driftwood Systems,"Raleigh, NC",Internship,"Ruby, Go, Microsoft Azure, Kotlin, Node.js",29086,38680,Software Engineering
Full Stack Developer,Hollowreach Systems,"Portland, OR",Contract,"jQuery, Angular, Django, ASP.NET, GraphQL, Accessibility (WCAG), Mentoring",75910,109522,Software Engineering
Staff Frontend Developer,Pinecrest Systems,"Berlin, Germany",Contract,"Mentoring, Webpack, Tailwind CSS",143259,182704,Software Engineering
Staff Frontend Engineer,Tidefall Platforms,"San Francisco, CA",Contract,"React, Team Leadership, GraphQL Client (Apollo), Responsive Design, CSS, HTML, Vite, Distributed Systems",161038,179968,Software Engineering
Junior Full Stack Engineer,Timberline Systems,"Denver, CO",Full-time,"System Design, Technical Writing, Bootstrap, TypeScript, Figma, C#, Django",55616,74844,Software Engineering
Engineering Manager,Copperbend Systems,"Dublin, Ireland",Full-time,"Django, PostgreSQL, Docker",121250,167646,Software Engineering
Staff Software Developer,Harborline Platforms,"Los Angeles, CA",Full-time,"Flask, Cross-browser Compatibility, Redux, Microservices Architecture, Redis, GraphQL Client (Apollo), Ruby",141239,181707,Software Engineering
Junior Full Stack Developer,Silverbrook Works,"San Francisco, CA",Full-time,"Event-Driven Architecture, Jest, System Design, Material UI, Express.js, Bootstrap",55175,79958,Software Engineering
Senior Mobile Engineer,Hollowreach Systems,Remote,Full-time,"Mobile App Architecture, React Native, Mobile Performance Optimization, Domain-Driven Design",100269,149972,Software Engineering
Junior Android Engineer,Hollowreach Works,"Los Angeles, CA",Part-time,"REST API Design, Kotlin, Mobile CI/CD, Jetpack Compose, Mobile Performance Optimization, Android Development, Push Notifications, Mobile App Architecture",59750,79124,Software Engineering
Staff Mobile Developer (iOS),Emberfield Platforms,"Washington, DC",Contract,"Swift, App Store Optimization, Mentoring, Push Notifications, Objective-C, iOS Development",155704,172657,Software Engineering
Lead Mobile Engineer,Harborline Platforms,"New York, NY",Full-time,"Mentoring, Mobile App Architecture, Distributed Systems, Dart, Cross-platform Development, React Native, Kotlin Multiplatform, Mobile Performance Optimization",139991,158600,Software Engineering
Junior Mobile Developer (Android),Thistledown Systems,Remote,Full-time,"REST API Design, Android Development, Kotlin, App Store Optimization",60659,77769,Software Engineering
Intern Software Developer,Brightbay Systems,"Portland, OR",Internship,"MongoDB, Redis, Code Review Practices",21726,37015,Software Engineering
Senior Full Stack Engineer,Redwood Systems,"Austin, TX",Full-time,"redis, Sass, Angular, gRPC, Mentoring, Progressive Web Apps, Material UI, JavaScript",116606,149136,Software Engineering
Mobile Developer (iOS),Driftwood Systems,"New York, NY",Full-time,"Push Notifications, Mobile CI/CD, iOS Development, xcode, Objective-C, Mobile App Architecture, Mobile Performance Optimization, App Store Optimization, Mobile CI/CD",78779,92393,Software Engineering
Backend Developer,Windemere Systems,"Seattle, WA",Full-time,"Microsoft Azure, Node.js, FastAPI, Java, PostgreSQL, Flask, NestJS",85763,105762,Software Engineering
Junior Android Engineer,Tidefall Platforms,"Austin, TX",Contract,"Jetpack Compose, Mobile CI/CD, App Store Optimization",59770,74319,Software Engineering
Junior Backend Developer,Harborline Systems,"Austin, TX",Full-time,"Java, Microservices Architecture, Redis, ASP.NET, DynamoDB, NestJS, gRPC",61298,78461,Software Engineering
Senior Full Stack Engineer,Cascadia Platforms,"Dublin, Ireland",Full-time,"Docker, React, GraphQL Client (Apollo), Git",101381,146134,Software Engineering
Senior Android Engineer,Meridian Systems,"San Francisco, CA",Full-time,"App Store Optimization, REST API Design, Continuous Integration, Kotlin",121281,141813,Software Engineering
Senior Full Stack Engineer,Meridian Platforms,Remote,Full-time,"System Design, Message Queues (RabbitMQ), GraphQL Client (Apollo), Figma, Express.js, Redux, JavaScript",104221,137692,Software Engineering
Junior Software Developer,Thistledown Platforms,"San Francisco, CA",Full-time,"Redux, Django, Tailwind CSS, Code Review Practices",58722,79176,Software Engineering
Staff Frontend Developer,Timberline Platforms,"Boston, MA",Contract,"Material UI, Agile Methodology, Distributed Systems, React, JavaScript",140350,184871,Software Engineering
Junior Android Engineer,Cinderfall Systems,Remote,Full-time,"Jetpack Compose, Push Notifications, Android Studio, Mobile Performance Optimization, Android Development, Kotlin",55105,79867,Software Engineering
"Engineering Manager, Mobile",Palisade Systems,"Bengaluru, India",Full-time,"Mobile Performance Optimization, Mentoring, Technical Writing, Android Development",141222,169931,Software Engineering
Junior Full Stack Engineer,Silverbrook Works,"Dublin, Ireland",Full-time,"Ruby on Rails, CI/CD Pipelines, Redis, Cassandra, Communication, TypeScript, Microsoft Azure",60381,79875,Software Engineering
Senior Android Engineer,Palisade Platforms,"Los Angeles, CA",Part-time,"Mobile Performance Optimization, Mobile App Architecture, Android Studio, REST API Design, Android Development, Problem Solving",109649,131830,Software Engineering
Junior Backend Developer,Gullhaven Platforms,Singapore,Full-time,"Java, MySQL, Cassandra, Agile Methodology, Ruby on Rails, GraphQL, Distributed Systems, C#",57113,70764,Software Engineering
Junior Android Engineer,Vertex Platforms,Remote,Part-time,"Mobile App Architecture, App Store Optimization, Mobile CI/CD, Technical Writing, Kotlin",63067,75268,Software Engineering
Intern Full Stack Engineer,Fernwood Platforms,"Washington, DC",Internship,"Svelte, DynamoDB, System Design, Distributed Systems, Tailwind CSS",27320,38297,Software Engineering
Senior Backend Engineer,Gullhaven Platforms,"Chicago, IL",Full-time,"Ruby, CI/CD Pipelines, DynamoDB, Redis, Domain-Driven Design, Cassandra, Python, Go",104181,139097,Software Engineering
Senior Backend Developer,Meridian Systems,"Boston, MA",Contract,"gRPC, Flask, ASP.NET, REST API Design, Python, Kotlin, Go",100463,148906,Software Engineering
Lead Mobile Developer (Android),Cobalt Platforms,"Sydney, Australia",Full-time,"Kotlin, Android Studio, Android Development",132706,172639,Software Engineering
Staff Frontend Engineer,Cobalt Platforms,"Seattle, WA",Full-time,"TypeScript, Figma, Webpack, Sass, Storybook",141851,184904,Software Engineering
Senior Mobile Developer (iOS),Brightbay Platforms,"Austin, TX",Contract,"Mobile CI/CD, Xcode, Swift, Mobile Performance Optimization",100250,135279,Software Engineering
Junior Frontend Developer,Coral Systems,Remote,Full-time,"Vite, TypeScript, JavaScript, Storybook, Angular, GraphQL Client (Apollo), Svelte, CSS",57083,75052,Software Engineering
Senior Full Stack Developer,Lattice Platforms,"New York, NY",Full-time,"Git, Redux, Go, React",115290,142343,Software Engineering
Intern Backend Developer,Harborline Systems,"Boston, MA",Internship,"Node.js, Python, Express.js, Cassandra, Amazon Web Services, Java, C#",24234,39886,Software Engineering
Software Engineer,Harborline Platforms,"Boston, MA",Full-time,"PostgreSQL, Spring Boot, Redux, Webpack, GraphQL, Material UI, Ruby on Rails",75158,109857,Software Engineering
Engineering Manager,Cascadia Systems,"Los Angeles, CA",Full-time,"ASP.NET, Docker, Django, Storybook, Responsive Design, Agile Methodology, Vue.js, Python",134893,168044,Software Engineering
Principal Backend Engineer,Foxglove Platforms,"Seattle, WA",Full-time,"Java, Event-Driven Architecture, Django, Kotlin",157282,179397,Software Engineering
Staff Software Engineer,Thistledown Platforms,"Toronto, ON",Full-time,"Django, Google Cloud Platform, C#, Flask, Event-Driven Architecture, Svelte, Accessibility (WCAG)",149827,179050,Software Engineering
Backend Engineer,Nova Platforms,Remote,Full-time,"FastAPI, DynamoDB, Microservices Architecture, EXPRESS.JS, Distributed Systems",86584,100848,Software Engineering
Junior Frontend Engineer,Basalt Systems,"Atlanta, GA",Part-time,"Figma, Angular, CSS, Next.js, Vite, TypeScript",61575,77990,Software Engineering
Lead Backend Engineer,Ashgrove Systems,"San Francisco, CA",Full-time,"Spring Boot, CI/CD Pipelines, REST API Design, Kubernetes, Event-Driven Architecture, gRPC, Ruby on Rails",133540,162320,Software Engineering
Junior Mobile Developer (iOS),Northwind Systems,"Austin, TX",Full-time,"Mobile CI/CD, iOS Development, Swift, REST API Design, Xcode, Mobile App Architecture",57748,71956,Software Engineering
Senior Mobile Developer (iOS),Wrenfield Platforms,Remote,Full-time,"Agile Methodology, Swift, REST API Design, System Design",102444,149107,Software Engineering
Senior iOS Engineer,Northwind Systems,Remote,Full-time,"Mobile App Architecture, Mobile Performance Optimization, Objective-C, REST API Design, Mobile CI/CD, Swift",111038,146413,Software Engineering
Senior Software Engineer,Northwind Systems,"Toronto, ON",Full-time,"Flask, React, JavaScript",114861,146457,Software Engineering
Intern iOS Engineer,Pinecrest Platforms,Remote,Internship,"Continuous Integration, Push Notifications, Swift, Objective-C",21538,38428,Software Engineering
Intern Android Engineer,Granite Platforms,"Toronto, ON",Internship,"Mobile CI/CD, Android Studio, Team Leadership, Android Development",22198,37443,Software Engineering
Frontend Engineer,Driftwood Platforms,"Toronto, ON",Full-time,"Svelte, Mentoring, Angular",85007,97479,Software Engineering
Principal Frontend Developer,Harborline Platforms,"Raleigh, NC",Full-time,"TypeScript, Figma, Distributed Systems, Vite, GraphQL Client (Apollo)",150165,188823,Software Engineering
Intern Mobile Developer (iOS),Foxglove Platforms,"Boston, MA",Internship,"Mobile Performance Optimization, Push Notifications, Xcode, App Store Optimization, Swift, iOS Development, Mobile App Architecture",22308,31191,Software Engineering
Mobile Developer (iOS),Foxglove Systems,"Bengaluru, India",Full-time,"Mobile App Architecture, iOS Development, Mobile CI/CD, Swift, REST API Design, SwiftUI, Push Notifications",81090,99119,Software Engineering
Junior Full Stack Developer,Pinecrest Platforms,Remote,Full-time,"Team Leadership, Python, Microservices Architecture, MongoDB, Amazon Web Services, Material UI, Storybook",56263,79074,Software Engineering
Full Stack Developer,Palisade Platforms,"San Francisco, CA",Full-time,"Python, Go, CI/CD Pipelines",81507,101249,Software Engineering
Lead Android Engineer,Meridian Platforms,"Berlin, Germany",Full-time,"Mobile CI/CD, Push Notifications, Mobile Performance Optimization",150230,173898,Software Engineering
Intern Software Developer,Palisade Systems,"Portland, OR",Internship,"Cross-browser Compatibility, Node.js, jQuery, Figma, Java",24786,32562,Software Engineering
Senior Mobile Developer (iOS),Solstice Platforms,"Los Angeles, CA",Full-time,"Swift, Objective-C, REST API Design, iOS Development, SwiftUI, Push Notifications, Xcode",100113,140700,Software Engineering
Senior Mobile Engineer,Gullhaven Systems,"Austin, TX",Full-time,"Domain-Driven Design, Dart, Cross-platform Development, Kotlin Multiplatform, Mobile CI/CD",101841,135935,Software Engineering
Backend Developer,Windemere Works,"New York, NY",Full-time,"C#, Docker, Continuous Integration",82490,96480,Software Engineering
Backend Engineer,Pinecrest Platforms,"Austin, TX",Contract,"ASP.NET, Event-Driven Architecture, Technical Writing, Amazon Web Services, Kubernetes, MongoDB",90910,104474,Software Engineering
Senior Frontend Developer,Vertex Platforms,"Austin, TX",Full-time,"JavaScript, CSS, Mentoring, Material UI, Storybook, Next.js, Angular",104383,149441,Software Engineering
Junior Android Engineer,Skyline Systems,Remote,Full-time,"Mentoring, Push Notifications, Android Development, REST API Design",62488,79625,Software Engineering
Junior Mobile Engineer,Ironwood Systems,"Austin, TX",Contract,"Cross-platform Development, Dart, REST API Design, Mobile Performance Optimization, React Native, Agile Methodology",55898,76836,Software Engineering
Junior Frontend Developer,Windemere Systems,"New York, NY",Contract,"Storybook, Vite, Vue.js, jQuery, HTML, TypeScript",58088,72038,Software Engineering
Principal Android Engineer,Gullhaven Platforms,"Seattle, WA",Full-time,"REST API Design, Kotlin, App Store Optimization, Distributed Systems, Mobile App Architecture, Android Development, Mobile Performance Optimization, Android Studio",157612,174865,Software Engineering
Junior Mobile Developer (Android),Tidefall Platforms,"Seattle, WA",Full-time,"Kotlin, Mobile Performance Optimization, Mobile App Architecture",62496,79279,Software Engineering
Engineering Manager,Wrenfield Systems,Remote,Full-time,"Redux, Google Cloud Platform, Vite, Node.js, JavaScript",126400,162927,Software Engineering
iOS Engineer,Cascadia Platforms,"Los Angeles, CA",Part-time,"SwiftUI, REST API Design, Communication",76541,94221,Software Engineering
Intern Mobile Developer (Android),Amber Platforms,"Amsterdam, Netherlands",Internship,"App Store Optimization, REST API Design, Kotlin, Mobile CI/CD, Mobile App Architecture, Push Notifications, Mobile Performance Optimization",22419,33007,Software Engineering
Principal Mobile Developer (Android),Meridian Systems,"Bengaluru, India",Full-time,"Mobile App Architecture, Mobile Performance Optimization, Jetpack Compose",152339,167873,Software Engineering
iOS Engineer,Lattice Systems,"San Francisco, CA",Contract,"Objective-C, Push Notifications, REST API Design, Mobile CI/CD, Mobile App Architecture, iOS Development",80919,107993,Software Engineering
Intern Software Engineer,Tidefall Platforms,"Boston, MA",Internship,"Vue.js, Message Queues (RabbitMQ), Node.js, Angular, Kubernetes",21798,39099,Software Engineering
Full Stack Developer,Cinderfall Platforms,"Atlanta, GA",Part-time,"FastAPI, Flask, DynamoDB, GraphQL Client (Apollo), Git",77143,99899,Software Engineering
Intern Software Engineer,Hollowreach Systems,Remote,Internship,"Cross-browser Compatibility, Go, Redis, Amazon Web Services",21039,39663,Software Engineering
Senior Mobile Developer (Android),Lattice Systems,Remote,Contract,"Android Development, Problem Solving, Mobile Performance Optimization, Mobile App Architecture",108609,144366,Software Engineering
Senior Mobile Developer (Android),Slatestone Systems,"Seattle, WA",Full-time,"System Design, Team Leadership, Push Notifications",101646,123464,Software Engineering
Staff iOS Engineer,Pinecrest Platforms,Remote,Full-time,"REST API Design, System Design, SwiftUI, Mobile CI/CD, Swift, Xcode, Load Balancing, Objective-C",145148,179497,Software Engineering
Intern Full Stack Engineer,Meridian Platforms,"Boston, MA",Internship,"Accessibility (WCAG), Vue.js, Microservices Architecture, PostgreSQL, Storybook, Agile Methodology",22467,38528,Software Engineering
Principal Mobile Engineer,Lattice Platforms,Remote,Full-time,"Cross-platform Development, Code Review Practices, Mobile App Architecture, Mobile Performance Optimization, Kotlin Multiplatform, React Native",153454,187498,Software Engineering
Junior iOS Engineer,Harborline Systems,Remote,Part-time,"Xcode, iOS Development, Mobile Performance Optimization, App Store Optimization, REST API Design",55010,79685,Software Engineering
Backend Engineer,Crestline Systems,"Denver, CO",Contract,"Caching Strategies, Distributed Systems, Ruby on Rails, Ruby, Node.js, PostgreSQL, NestJS",81289,104718,Software Engineering
Senior Backend Engineer,Hollowreach Systems,"Sydney, Australia",Full-time,"REST API Design, DynamoDB, Ruby, Python, MySQL",101939,149132,Software Engineering
"Engineering Manager, Mobile",Emberfield Systems,"Austin, TX",Full-time,"Dart, Problem Solving, Cross-platform Development, REST API Design, Team Leadership",151791,169550,Software Engineering
Senior Mobile Developer (Android),Granite Systems,"Atlanta, GA",Part-time,"REST API Design, Kotlin, Mobile CI/CD, Android Studio, Mobile App Architecture",101025,139337,Software Engineering
Backend Developer,Redwood Systems,"London, UK",Full-time,"gRPC, Node.js, ASP.NET, Amazon Web Services, Python, Code Review Practices, Redis, MySQL",87383,100345,Software Engineering
Lead Full Stack Developer,Foxglove Platforms,"Los Angeles, CA",Full-time,"Docker, Redux, Communication",142907,173947,Software Engineering
Senior Software Engineer,Cobalt Systems,"Toronto, ON",Full-time,"Microsoft Azure, JavaScript, Figma, Distributed Systems, GraphQL Client (Apollo), Responsive Design, CSS",102600,144083,Software Engineering
Junior Frontend Engineer,Ironwood Systems,"Chicago, IL",Full-time,"CSS, jQuery, Continuous Integration, Redux",63391,79339,Software Engineering
Intern Software Engineer,Foxglove Platforms,"San Francisco, CA",Internship,"Scrum, Storybook, Bootstrap",20661,28684,Software Engineering
Intern Frontend Engineer,Northwind Systems,"Raleigh, NC",Internship,"HTML, Bootstrap, TypeScript, Mentoring",21920,38227,Software Engineering
Lead Mobile Developer (Android),Meridian Systems,"Toronto, ON",Contract,"Mobile Performance Optimization, Mobile App Architecture, Hexagonal Architecture, Android Studio, Mobile CI/CD",133373,173734,Software Engineering
Frontend Developer,Marrow Systems,"Dublin, Ireland",Contract,"HTML, Material UI, jQuery, TypeScript, Next.js",75896,92780,Software Engineering
Backend Developer,Coral Systems,"Los Angeles, CA",Full-time,"ASP.NET, REST API Design, CI/CD Pipelines, NestJS, Express.js, Go, MongoDB, Spring Boot",85368,98869,Software Engineering
Principal iOS Engineer,Silverbrook Platforms,"Boston, MA",Contract,"SwiftUI, Swift, Mentoring, Objective-C, Domain-Driven Design, Mobile App Architecture",162960,185311,Software Engineering
Senior Backend Engineer,Cascadia Systems,Remote,Full-time,"PostgreSQL, CI/CD Pipelines, Express.js, FastAPI, Kotlin, System Design",122460,147302,Software Engineering
Senior Backend Developer,Silverbrook Works,Remote,Full-time,"Django, Caching Strategies, Ruby, Redis, System Design, Ruby on Rails",123718,149860,Software Engineering
Backend Engineer,Granite Systems,"Portland, OR",Part-time,"Git, Cassandra, Docker, GraphQL, Amazon Web Services, Spring Boot, Ruby on Rails",83377,103935,Software Engineering
Lead Android Engineer,Skyline Systems,"Raleigh, NC",Full-time,"Kotlin, Android Development, Mobile Performance Optimization, Mobile App Architecture",135844,160325,Software Engineering
Backend Developer,Driftwood Platforms,Remote,Full-time,"Node.js, Communication, Distributed Systems",76333,109353,Software Engineering
Intern Mobile Engineer,Windemere Systems,"Boston, MA",Internship,"Cross-platform Development, Kotlin Multiplatform, Mobile CI/CD, REST API Design, React Native",20732,37772,Software Engineering
Mobile Developer (iOS),Foxglove Platforms,"Los Angeles, CA",Full-time,"REST API Design, iOS Development, Continuous Integration",75611,91278,Software Engineering
Junior Backend Engineer,Basalt Systems,"Raleigh, NC",Full-time,"Microservices Architecture, Kotlin, Ruby, C#, Ruby on Rails, PostgreSQL, Node.js",55823,77331,Software Engineering
Intern Mobile Developer (iOS),Copperbend Works,"Berlin, Germany",Internship,"Communication, Swift, Mobile CI/CD, SwiftUI",22856,39452,Software Engineering
Intern Mobile Developer (iOS),Tidefall Platforms,"London, UK",Internship,"Team Leadership, SwiftUI, Mobile App Architecture, Mobile CI/CD, Swift, iOS Development",28705,39752,Software Engineering
Frontend Engineer,Vertex Platforms,"Boston, MA",Full-time,"React, Code Review Practices, Angular, Svelte",86101,102493,Software Engineering
Senior Frontend Engineer,Palisade Systems,Remote,Full-time,"Team Leadership, Webpack, Vue.js, JavaScript, Accessibility (WCAG)",114785,140974,Software Engineering
Lead Full Stack Developer,Amber Platforms,"Boston, MA",Contract,"ASP.NET, Git, Node.js, Kubernetes, Django, Team Leadership, TypeScript, CSS",140025,158897,Software Engineering
Staff Mobile Developer (iOS),Foxglove Systems,"Austin, TX",Contract,"Git, App Store Optimization, SwiftUI, Mentoring, Push Notifications, Swift",140658,182756,Software Engineering
Intern Full Stack Developer,Skyline Systems,"Toronto, ON",Internship,"Java, FastAPI, Express.js, Webpack, MongoDB, Kotlin,  Figma , CI/CD Pipelines",21685,38851,Software Engineering
Full Stack Developer,Vertex Systems,Remote,Part-time,"Python, C#, PostgreSQL, Microservices Architecture, TypeScript, Cassandra",87302,99875,Software Engineering
Junior Frontend Developer,Granite Platforms,Remote,Contract,"CSS, Webpack, React, TypeScript, Tailwind CSS",55961,76274,Software Engineering
Senior Backend Engineer,Driftwood Systems,"Portland, OR",Full-time,"system design, DynamoDB, Ruby, Caching Strategies, Mentoring, Express.js, Cassandra, GraphQL",107038,147552,Software Engineering
Intern Frontend Engineer,Emberfield Systems,"Berlin, Germany",Internship,"TypeScript, GraphQL Client (Apollo), JavaScript, Cross-browser Compatibility",26367,34738,Software Engineering
Junior Mobile Developer (iOS),Silverbrook Works,"Denver, CO",Full-time,"Swift, Mobile App Architecture, REST API Design, Xcode, iOS Development, Mobile Performance Optimization, App Store Optimization, SwiftUI",55643,77555,Software Engineering
Junior Full Stack Developer,Skyline Platforms,"Austin, TX",Full-time,"Responsive Design, Jest, HTML, CSS",55798,70284,Software Engineering
Junior Android Engineer,Pinecrest Platforms,Singapore,Full-time,"Agile Methodology, Push Notifications, Android Studio",64004,76003,Software Engineering
Junior Backend Developer,Marrow Systems,Remote,Full-time,"System Design, Node.js, Ruby, Kotlin, Communication, Redis",60884,73357,Software Engineering
Principal Frontend Developer,Emberfield Platforms,"Austin, TX",Full-time,"Jest, Mentoring, Next.js, Tailwind CSS, Load Balancing, Bootstrap, jQuery",157039,188147,Software Engineering
Lead Mobile Engineer,Slatestone Platforms,"Boston, MA",Full-time,"Dart, React Native, Mobile CI/CD, Mobile Performance Optimization, Mobile App Architecture, Cross-platform Development, REST API Design",137206,174859,Software Engineering
Staff Backend Developer,Northwind Systems,Singapore,Full-time,"Google Cloud Platform, Go, CI/CD Pipelines, Message Queues (RabbitMQ)",143369,179667,Software Engineering
