title,company,location,type,skills_required,salary_min,salary_max,category
Junior SDET,Bluepeak Software,"San Francisco, CA",Internship,"Behavior-Driven Development, Regression Testing, Jira, SQL, Agile Methodology, Unit Testing, Selenium",57313,85454,QA & Testing
Compliance Analyst,Granite Insights,Remote,Contract,"Budgeting & Forecasting, Financial Analysis, Excel, Business Development, Cost-Benefit Analysis,  P&L Management , Supply Chain Analysis, QuickBooks, Budgeting & Forecasting",97619,106842,"Business, Finance & Analytics"
Senior Risk Analyst,Redwood Capital Group,"Charlotte, NC",Full-time,"Accounting Principles, Financial Analysis, NetSuite, Investment Analysis, Contract Negotiation, Competitive Intelligence, Pricing Strategy, KPI Development",113575,126990,"Business, Finance & Analytics"
Mid-level Network Administrator,Qualitrix Systems,Remote,Internship,"Windows Server Administration, Network Monitoring, Active Directory, Agile Methodology, Documentation Best Practices, Load Balancers (F5)",69918,98054,IT Support
Lead Procurement Specialist,Timberline Sourcing Group,"Dublin, Ireland",Part-time,"Vendor Management, Git, Data Analysis, Risk Management, NetSuite",127490,154725,Supply Chain
UX Designer,Wrenfield UX Co,Remote,Full-time,"Design Systems, Figma, Adobe Photoshop, UX Research, Accessibility Design, Miro, Adobe Illustrator",80323,102392,Design
Account Executive,Vertex Partners,Singapore,Internship,"Sales Forecasting, Lead Generation, Negotiation, CRM Management, Account-Based Marketing",20991,42000,"Marketing, Sales & Growth"
Senior Blockchain Developer,Zenith Interactive,"San Francisco, CA",Full-time,"Blockchain Development, Decentralized Finance (DeFi), TypeScript, NFT Platforms, Cryptography, Hyperledger Fabric",116450,141190,Software Engineering
Lead Systems Engineer,Windmere Signal Platforms,"Portland, OR",Full-time,"VoIP Systems,  Chef , TCP/IP, Ansible, GitHub Actions, Azure Functions, Network Routing & Switching",140083,170247,DevOps & Infrastructure
Senior FPGA Engineer,Frostbyte Software,"New York, NY",Full-time,"Embedded C, IoT Systems Design, PCB Design, C++, SPI/I2C Protocols, Microcontroller Programming",112095,154198,DevOps & Infrastructure
Intern iOS Engineer,Vertex Platforms,"Boston, MA",Internship,"Mobile Performance Optimization, Push Notifications, Objective-C, Agile Methodology, Swift, iOS Development, REST API Design",20421,35103,Software Engineering
Software Developer,Lattice Robotics Group,"Seattle, WA",Full-time,"Jest, Ruby, Team Leadership, DynamoDB",82247,106242,Software Engineering
Junior Security Analyst,Blueforge Cyber,"Bengaluru, India",Part-time,"Security Auditing, Incident Response, Cryptography, Malware Analysis, DevSecOps, ISO 27001, VPN Configuration",53420,82870,Security
Staff Controller,Thornwood Ledger Co.,"Boston, MA",Full-time,"Investment Analysis, Accounting Principles, Excel Financial Modeling",160892,172576,"Business, Finance & Analytics"
Intern Machine Learning Engineer,Halcyon Metrics Digital,Remote,Internship,"Docker, Reinforcement Learning, Model Interpretability (SHAP/LIME), Jira, Python, MLOps",28455,34554,Data & Analytics
Senior Full Stack Engineer,Redwood Systems,"Austin, TX",Full-time,"redis, Sass, Angular, gRPC, Mentoring, Progressive Web Apps, Material UI, JavaScript",116606,149136,Software Engineering
Business Analyst,Redwood Financial Group,"London, UK",Part-time,"SQL, KPI Development, P&L Management",86592,93550,"Business, Finance & Analytics"
Help Desk Manager,Vertex Cloud Labs,"New York, NY",Full-time,"Active Directory, TCP/IP, Network Automation",120728,166767,IT Support
Senior Business Intelligence Analyst,Skyline Data Robotics Group,"Dublin, Ireland",Full-time,"Power BI, Qlik Sense, Excel VBA, Data Governance, Tableau, Business Intelligence, Google Data Studio",119050,141486,Data & Analytics
Junior Scrum Master,Ironwood Systems,"London, UK",Contract,"Monday.com, Sprint Planning, Vendor Coordination, Trello, PMP Certification, Problem Solving, Microsoft Project",57345,70795,Project & Program Management
Mid-level EHR Integration Engineer,Juno Genomics,"Boston, MA",Full-time,"Telehealth Systems, Medical Coding (ICD-10), Healthcare Interoperability, Health Informatics, MySQL, Confluence",91391,99380,Health Data & Bioinformatics
Manager QA Engineer,Deadbolt Digital,"Sydney, Australia",Part-time,"Appium, Unit Testing, Jira, Test Automation",106854,164883,QA & Testing
Senior NLP Engineer,Copperfield Compute Labs,Remote,Full-time,"Statistics, Critical Thinking, Large Language Models, Hugging Face Transformers, Vector Embeddings, PyTorch, Prompt Engineering, Python",135856,148452,Data & Analytics
Affiliate Marketing Manager,Havenwood Systems,"Chicago, IL",Full-time,"Marketing Analytics, Affiliate Marketing, Conversion Rate Optimization, Lead Generation, Communication",86770,103026,"Marketing, Sales & Growth"
Mid-level Medical Coding Data Specialist,Cobalt Cloud Labs,"San Diego, CA",Full-time,"Cerner, HIPAA Security Rule, Health Informatics, Deep Learning, Data Warehousing, Communication",89001,104987,Health Data & Bioinformatics
Lead Frontend Developer,Slatestone Robotics Group,"Atlanta, GA",Full-time,"Storybook, CSS, Problem Solving",139237,160317,Software Engineering
Principal Supply Chain Analyst,Brambleton Trust Group,Remote,Full-time,"Contract Negotiation, Budgeting & Forecasting, Risk Management, Business Development, Data-Driven Decision Making, Cost-Benefit Analysis, NetSuite",176540,190442,Business Operations
Intern Demand Planner,Foxglove Operations,Remote,Full-time,"Procurement, Excel, Supply Chain Analysis, KPI Development, Contract Negotiation",23106,29999,Supply Chain
Mid-level Healthcare Interoperability Engineer,Ashgrove Clinical Data,"Bengaluru, India",Part-time,"HL7, Cerner,  PostgreSQL , Project Management",87191,92804,Health Data & Bioinformatics
Mid-level Data Scientist,Silverlake Quantum Group,Remote,Full-time,"Statistical Modeling, TensorFlow, Problem Solving, NumPy, PyTorch, Data Visualization, A/B Testing, Statistics",85347,102100,Data & Analytics
Senior Android Engineer,Cascadia Foundry,"Raleigh, NC",Contract,"Android Development, Android Studio, Mobile App Architecture, Mentoring, REST API Design, Team Leadership, Mobile Performance Optimization, Mobile CI/CD",100399,147990,Software Engineering
Manager Director of Operations,Amberfield Logistics,"Los Angeles, CA",Internship,"SAP, Excel Financial Modeling, Stakeholder Management",129184,152549,Business Operations
Frontend Developer,Fernwood Systems,"Atlanta, GA",Full-time,"React, Vue.js, Figma, Tailwind CSS, Jest, Storybook, Next.js, GraphQL Client (Apollo)",77265,105678,Software Engineering
Lead Mobile Developer,Wraith Labs,"Atlanta, GA",Part-time,"SwiftUI, Mobile Performance Optimization, Xamarin, Xcode, Swift, Mobile App Architecture",146593,181738,Software Engineering
Staff Site Reliability Engineer,Palisade Vector IT,Remote,Contract,"Shell Scripting, SIEM Tools, Communication, Python, Nginx",153661,178891,DevOps & Infrastructure
Intern Android Engineer,Cobalt Foundry,"Denver, CO",Internship,"Android Studio, Mobile App Architecture, Push Notifications, App Store Optimization, Mobile CI/CD, Kotlin",20484,39888,Software Engineering
BI Developer,Kestrel Asset Management,"New York, NY",Full-time,"SQL, Excel, NetSuite, KPI Development, Salesforce, Vendor Management, Risk Management, Financial Analysis",97645,103527,Data & Analytics
Staff Site Reliability Engineer,Brightwell Circuit Works,Remote,Part-time,"GitHub Actions, PagerDuty, Critical Thinking, Container Orchestration, CircleCI, PowerShell",153385,179157,DevOps & Infrastructure
Senior Purchasing Coordinator,Redwood Data Systems,Remote,Contract,"Risk Management, Communication, KPI Development, SAP, NetSuite, Cost-Benefit Analysis",103492,116630,Supply Chain
Lead Data Scientist,Granite Quantum Systems,"Denver, CO",Full-time,"Data Analysis, Scikit-learn, Predictive Analytics",161673,181044,Data & Analytics
Senior Investment Analyst,Sterling Capital Group,Remote,Full-time,"P&L Management, Competitive Intelligence, Presentation Skills, Pricing Strategy, Excel Financial Modeling, Investment Analysis, Financial Modeling, Accounting Principles",118857,136812,"Business, Finance & Analytics"
Intern Software Developer,Cobalt Foundry,"San Francisco, CA",Internship,"Tailwind CSS, DynamoDB, Jest, CSS, Vite, C#",28947,37026,Software Engineering
Intern UX/UI Designer,Pinecrest Digital,"Sydney, Australia",Internship,"Design Systems, Responsive Design, Miro, Accessibility Design, Figma Prototyping, Usability Testing, InVision",29172,34201,Design
Senior Mobile Engineer,Emberfield Systems,"Bengaluru, India",Part-time,"Domain-Driven Design, Mobile CI/CD, React Native, Problem Solving",104451,139893,Software Engineering
Senior Help Desk Technician,Argus Point Technologies,"Atlanta, GA",Contract,"Endpoint Security, Linux Administration, IPv6,   Documentation Best Practices , Virtualization (VMware), Network Monitoring",69340,108927,IT Support
Senior Software Engineer,Quartzline Systems,Remote,Full-time,"Communication, Google Cloud Platform, Angular, ASP.NET, Responsive Design, FastAPI",106500,140528,Software Engineering
Staff Software Engineer,Skyline Systems,"Dublin, Ireland",Full-time,"Express.js, Jest, mentoring",156786,176439,Software Engineering
Lead Security Engineer,Lattice Works,"Sydney, Australia",Part-time,"Incident Response, Network Security, Linux Administration, OWASP, Application Security, VPN Configuration",139297,192520,Security
Staff NLP Engineer,Starling Bridge Digital,"Seattle, WA",Full-time,"PyTorch, Large Language Models, Statistics, Python, Deep Learning, Generative AI",160729,174153,Data & Analytics
Principal Supply Chain Analyst,Onyx Trust Group,"London, UK",Part-time,"Excel, Competitive Intelligence, NetSuite, Financial Analysis, Vendor Management, Budgeting & Forecasting, Investment Analysis",167632,180737,Business Operations
"Engineering Manager, Mobile",Vertex Systems,"Denver, CO",Full-time,"Push Notifications, Android Development, Hexagonal Architecture",132141,151792,Software Engineering
Junior Platform Engineer,Windmere Pulse Tech,"Austin, TX",Full-time,"Azure Functions, GitLab, Mentoring, Monorepo Management, GitHub, Continuous Deployment, Trunk-Based Development",59035,81349,DevOps & Infrastructure
Staff Frontend Developer,Pinecrest Systems,"Berlin, Germany",Contract,"Mentoring, Webpack, Tailwind CSS",143259,182704,Software Engineering
Head of Growth,Fernbrook Cloud Labs,"Sydney, Australia",Full-time,"Sales Forecasting, Market Research, Brand Strategy, CRM Management, Public Relations, Agile Methodology",143751,159989,"Marketing, Sales & Growth"
Junior AI Research Engineer,Onyx Vector Systems,"Bangalore, India",Contract,"Vector Embeddings, Hugging Face Transformers, Prompt Engineering, Natural Language Processing, Deep Learning",69603,81634,Data & Analytics
Frontend Developer,Granite Foundry,"New York, NY",Contract,"Accessibility (WCAG), Vite, Storybook, Figma, Tailwind CSS, Cross-browser Compatibility, Responsive Design, Vue.js",79085,108604,Software Engineering
Lead MLOps Engineer,Starling Digital Robotics Group,"Chicago, IL",Contract,"Docker, Kubernetes, Microsoft Azure, Machine Learning, Amazon Web Services",157725,179459,Data & Analytics
Intern Growth Product Manager,Windmere Studio,"Boston, MA",Full-time,"Business Analysis, A/B Test Design, Feature Prioritization, Roadmap Planning, OKRs",25276,41420,Product
VP of Marketing,Amberfield Bridge Tech,"Amsterdam, Netherlands",Full-time,"Growth Hacking, CRM Management, Marketing Analytics, Public Relations, Negotiation",146193,169498,"Marketing, Sales & Growth"
Junior Treasury Analyst,Ironwood Financial Group,"New York, NY",Full-time,"NetSuite, Time Management, Cost-Benefit Analysis, Contract Negotiation, KPI Development, Business Development, P&L Management, Vendor Management",62247,72474,"Business, Finance & Analytics"
Senior Demand Generation Manager,Onyx Brands,Remote,Full-time,"Marketing Analytics, Lead Generation, Paid Search Advertising, Marketing Automation, CRM Management, Account-Based Marketing",106216,137354,"Marketing, Sales & Growth"
Senior 3D Graphics Engineer,Nova Industries,Remote,Part-time,"Computer Vision, C#, Machine Learning, Sensor Integration, Agile Methodology",126642,134026,Software Engineering
Intern Product Manager,Bluepeak UX Studio,Remote,Contract,"Roadmap Planning, Jira, Product Discovery, Business Analysis, Excel",24763,40980,Product
Principal Cloud Infrastructure Engineer,Windmere Signal Platforms,"Denver, CO",Full-time,"Windows Server Administration, Vagrant, Virtualization (VMware), Network Automation, Active Directory",158928,182522,DevOps & Infrastructure
Mid-level Machine Learning Engineer,Ridgeback Cognition Group,"Austin, TX",Full-time,"MLOps, Docker, Python, Vector Embeddings",89407,96488,Data & Analytics
Intern Genomics Data Analyst,Medix Health Networks,"Sydney, Australia",Full-time,"NumPy, Python, Healthcare Interoperability, Confluence",25219,39570,Health Data & Bioinformatics
Junior Procurement Specialist,Pinegrove Freight Co,Remote,Internship,"Excel, Procurement, Cost-Benefit Analysis, SAP, KPI Development",58672,66427,Supply Chain
Senior Cloud Architect,Zephyr Stack Platforms,"London, UK",Full-time,"Nginx, Google Cloud Platform, Google Kubernetes Engine",108441,144344,DevOps & Infrastructure
Junior Data Scientist,Brightwell Neural Partners,"Chicago, IL",Full-time,"Data Visualization, Statistical Modeling, R, Python",61669,68906,Data & Analytics
Senior EHR Systems Analyst,Redwood Bio Systems,"New York, NY",Full-time,"Population Health Analytics, Clinical Data Management, Epic Systems, REST API Design, PostgreSQL, Project Management",132023,144996,Health Data & Bioinformatics
Digital Marketing Manager,Falconhurst Systems,"San Francisco, CA",Full-time,"Email Marketing, Digital Marketing, Marketing Analytics, Paid Social Advertising, Collaboration",86679,108666,"Marketing, Sales & Growth"
Senior Mobile Developer (Android),Granite Foundry,"Chicago, IL",Full-time,"Mobile CI/CD, Mobile App Architecture, Android Development, App Store Optimization, Distributed Systems, Push Notifications, Mobile Performance Optimization",124522,149483,Software Engineering
Lead Backend Developer,Cascadia Platforms,"Atlanta, GA",Full-time,"NestJS, Mentoring, FastAPI",136405,174338,Software Engineering
Junior Analytics Engineer,Meridian Signal Group,"London, UK",Full-time,"Data Quality Management, Looker, Business Intelligence, dbt, Time Management",69594,79558,Data & Analytics
Platform Product Manager,Silverbrook Design,Remote,Internship,"Market Research, Product Management, Stakeholder Management, data-driven decision making, Interpersonal Skills",84970,98239,Product
Senior DevOps Engineer,Copperline Anchor Platforms,"Austin, TX",Internship,"Nginx, Datadog, GitHub",109612,146935,DevOps & Infrastructure
"Engineering Manager, Mobile",Vertex Systems,"New York, NY",Full-time,"Xcode, Hexagonal Architecture, App Store Optimization, iOS Development, REST API Design, Git, Mentoring, Swift",122313,169721,Software Engineering
Demand Planner,Valemont Distribution,"Seattle, WA",Full-time,"Budgeting & Forecasting, Contract Negotiation, SAP, KPI Development",80885,96345,Supply Chain
Intern Clinical Data Analyst,Amberfield Systems,"Dublin, Ireland",Full-time,"Medical Coding (ICD-10), FHIR Standards, Healthcare Interoperability, Telehealth Systems, HIPAA Security Rule, Tableau, Team Leadership",24338,35243,Health Data & Bioinformatics
Staff NLP Engineer,Meridian Pattern Group,Remote,Full-time,"Large Language Models, Natural Language Processing, Hugging Face Transformers",150451,169587,Data & Analytics
Staff AI Research Engineer,Basecamp Compute Partners,"New York, NY",Full-time,"Hugging Face Transformers, Python, Generative AI",158023,177700,Data & Analytics
Principal iOS Developer,Zenith Interactive,"London, UK",Internship,"Mobile App Architecture, iOS Development, Mobile Performance Optimization, Objective-C for iOS, Mobile CI/CD",156923,183360,Software Engineering
Intern Data Analyst,Copperfield Pattern Systems,Remote,Internship,"Power BI, Data Analysis, Google Analytics, Amplitude",22745,34142,Data & Analytics
Procurement Analyst,Palisade Holdings,Remote,Full-time,"Data-Driven Decision Making, NetSuite, Budgeting & Forecasting, Supply Chain Analysis",100097,111600,"Business, Finance & Analytics"
Frontend Engineer,Meridian Platforms,Remote,Full-time,"Next.js, CSS, Accessibility (WCAG), Svelte, Sass, Progressive Web Apps, TypeScript, Responsive Design",77945,104960,Software Engineering
Mid-level Network Administrator,Rigortest Software,"Berlin, Germany",Part-time,"DNS Administration, Storage Area Networks, Network Routing & Switching, Linux Administration, IPv6, Agile Methodology, Windows Server Administration, Endpoint Security",64925,102973,IT Support
Staff Infrastructure Engineer,Thornbury Cloud Networks,"Chicago, IL",Full-time,"Jenkins, Problem Solving, Nginx, Linux Administration, Network Monitoring",155495,175412,DevOps & Infrastructure
Junior Mobile Developer (iOS),Fernwood Robotics Group,Remote,Full-time,"REST API Design, Push Notifications, Objective-C, Mobile CI/CD, Swift",55668,79522,Software Engineering
Lead Kubernetes Administrator,Basalt Relay Solutions,Remote,Contract,"CircleCI, VPN Configuration, Docker, Container Orchestration, Microsoft Azure, Problem Solving",139881,162500,DevOps & Infrastructure
Lead Growth Product Manager,Wispcraft UX,Singapore,Full-time,"SAFe (Scaled Agile Framework), Scrum, Kanban, Product Discovery, Product Management, KPI Development, Feature Prioritization, Excel",147786,166482,Product
Lead UX/UI Designer,Onyx Bridge Tech,Remote,Full-time,"Design Critique Facilitation, Responsive Design, Figma, Wireframing, Miro, InVision, User Research, UX Research, Vendor Management, Agile Methodology",138955,169909,Design
Staff Frontend Engineer,Silverbrook Platforms,"San Francisco, CA",Full-time,"Bootstrap, Problem Solving, TypeScript, Svelte, Material UI, Progressive Web Apps",158178,184269,Software Engineering
Product Manager,Gladewind Labs,Remote,Full-time,"KPI Development,   Feature Prioritization, Customer Journey Mapping, A/B Test Design, MARKET RESEARCH, Scrum, Agile Methodology, kpi development",81543,99966,Product
Frontend Engineer,Onyx Robotics Group,"Toronto, ON",Full-time,"Team Leadership, Jest, Progressive Web Apps",79738,101203,Software Engineering
Senior Investment Analyst,Brambleton Trust Group,Remote,Full-time,"Budgeting & Forecasting, NetSuite, Financial Modeling, Vendor Management",123641,135038,"Business, Finance & Analytics"
Senior Backend Engineer,Foxglove Platforms,"Bengaluru, India",Contract,"MongoDB, Express.js, System Design,  Team Leadership , Redis, Flask, Ruby, NestJS",115588,148395,Software Engineering
Staff MLOps Engineer,Thornfield Neural IT,"Vancouver, BC",Full-time,"Amazon Web Services, Communication, Terraform, CI/CD Pipelines, MLOps, Docker",155502,167364,Data & Analytics
Motion Control Engineer Intern,Summit Interactive,"Austin, TX",Internship,"Machine Learning, PCB Design, Computer Vision, Robotics Programming, Microcontroller Programming, Reinforcement Learning, Python, Jira",27433,33102,Software Engineering
Lead Clinical Systems Engineer,Vitalis Digital,"Nashville, TN",Full-time,"HIPAA Security Rule, Medical Coding (ICD-10), Epic Systems, Healthcare Interoperability, Electronic Health Records (EHR), System Design, Amazon Web Services, Kubernetes",147520,176543,Health Data & Bioinformatics
Staff Build & Release Engineer,Cobalt Signal Works,"Austin, TX",Internship,"Ruby, Documentation Best Practices, GitLab, Critical Thinking, Amazon Web Services, GitHub, Microsoft Azure, Version Control",154577,170458,DevOps & Infrastructure
Backend Developer,Palisade Systems,"Atlanta, GA",Full-time,"MySQL, Go, Ruby, PostgreSQL, ASP.NET, Message Queues (RabbitMQ), Distributed Systems, Django",75604,103474,Software Engineering
Mid-level Data Analyst,Fernwood Bridge Works,"Vancouver, BC",Full-time,"SQL, Data Analysis, Power BI, Excel",91500,106967,Data & Analytics
Staff Full Stack Engineer,Ironwood Robotics Group,"New York, NY",Full-time,"Mentoring, Go, Storybook",141260,173847,Software Engineering
Full Stack Engineer,Palisade Foundry,"Raleigh, NC",Full-time,"Java, ASP.NET, GraphQL, jQuery, Ruby on Rails, Vite, Docker",87587,107662,Software Engineering
Junior Growth Marketer,Northgate Cloud Labs,"Austin, TX",Internship,"Conversion Rate Optimization, Paid Search Advertising, Customer Retention Strategy, Marketing Analytics, Growth Hacking",20823,42000,"Marketing, Sales & Growth"
Full Stack Engineer,Ashgrove Works,"New York, NY",Full-time,"gRPC, Git, Cassandra",75545,94913,Software Engineering
Junior Technical Support Engineer,Clearbench Systems,"Raleigh, NC",Contract,"Endpoint Security, DNS Administration, Network Routing & Switching, Windows Server Administration, TCP/IP, Documentation Best Practices, Active Directory, Virtualization (VMware)",40612,65304,IT Support
Lead Mobile Developer (Android),Cobalt Platforms,"Sydney, Australia",Full-time,"Kotlin, Android Studio, Android Development",132706,172639,Software Engineering
Senior Systems Engineer,Quartzline Signal Software,"Toronto, ON",Full-time,"Problem Solving, Storage Area Networks, Network Automation, Git, Active Directory",118581,137873,DevOps & Infrastructure
VP of Sales,Cobalt Networks,Remote,Full-time,"Growth Hacking, Marketing Analytics, Market Research, Collaboration",147640,158635,"Marketing, Sales & Growth"
Senior Data Scientist,Pinecrest Metrics Partners,"Toronto, ON",Full-time,"R, Predictive Analytics, Time Series Analysis, Scikit-learn, Pandas, Statistical Modeling",124554,138059,Data & Analytics
Intern Product Analyst,Marlowe Bridge Product,"Boston, MA",Internship,"Stakeholder Management, SAFe (Scaled Agile Framework), Feature Prioritization, OKRs, Roadmap Planning, Market Research, Requirements Gathering",27403,34553,Product
Junior iOS Engineer,Onyx Systems,Remote,Full-time,"Mentoring, Mobile App Architecture, Xcode, Swift, Mobile CI/CD",55170,67919,Software Engineering
Lead Strategy Analyst,Redwood Wealth Partners,"Austin, TX",Full-time,"Vendor Management, Contract Negotiation, SAP, Competitive Intelligence, Excel Financial Modeling, Budgeting & Forecasting, Accounting Principles, Investment Analysis",154712,162867,"Business, Finance & Analytics"
Lead Platform Engineer,Quartzline Signal Software,Remote,Full-time,"Documentation Best Practices, Communication, Version Control, Feature Flags, Microsoft Azure",147969,167774,DevOps & Infrastructure
Mobile Software Engineer,Skyline Solutions,Remote,Full-time,"Xamarin, Mobile Testing, Swift, Agile Methodology",81652,101582,Software Engineering
Intern Mobile Developer (iOS),Wrenfield Systems,"Atlanta, GA",Internship,"REST API Design, Push Notifications, iOS Development, Swift",26573,36291,Software Engineering
Senior Augmented Reality Developer,Frostbyte Software,Remote,Full-time,"Virtual Reality Development, Sensor Integration, Augmented Reality Development, C#, Machine Learning, Unreal Engine, Unity, 3D Graphics",127157,133673,Software Engineering
Full Stack Developer,Silverbrook Foundry,Remote,Full-time,"GraphQL, Tailwind CSS, Sass, NestJS, Java",88468,106375,Software Engineering
Senior Security Architect,Redteam Ridge Labs,Remote,Internship,"DevSecOps, Linux Administration, ISO 27001, OWASP, TCP/IP",118571,184253,Security
Junior Analytics Engineer,Bluepeak Neural Works,"Seattle, WA",Contract,"dbt, Time Management, Snowflake, BigQuery, Python, Data Quality Management, Power BI, Data Warehousing",72046,80889,Data & Analytics
Intern Android Engineer,Solstice Platforms,"Seattle, WA",Internship,"Mobile App Architecture, Mobile CI/CD, Mobile Performance Optimization, Android Studio, Android Development",20866,35075,Software Engineering
Mobile Developer (Android),Crestline Platforms,"Chicago, IL",Full-time,"Mobile App Architecture, Push Notifications, Mobile CI/CD, REST API Design, Android Studio",80648,107504,Software Engineering
Internal Auditor,Palisade Holdings,"Atlanta, GA",Full-time,"Vendor Management, Contract Negotiation, Agile Methodology, KPI Development, Business Development, Excel",100499,111600,"Business, Finance & Analytics"
Lead Product Analyst,Quartzline Product Co,Remote,Full-time,"A/B Test Design, Stakeholder Management, OKRs, Product Discovery, Agile Methodology, Jira, Competitive Analysis, Vendor Management",144122,177648,Product
Senior Bioinformatics Scientist,Brookfield Precision Health,"San Diego, CA",Full-time,"Tableau, A/B Testing, Scikit-learn, Healthcare Interoperability, Health Informatics, HL7",124163,140674,Health Data & Bioinformatics
"Engineering Manager, Mobile",Palisade Foundry,"Bengaluru, India",Full-time,"Mobile CI/CD, Dart, Load Balancing, Cross-platform Development, Distributed Systems, Kotlin Multiplatform",124615,168001,Software Engineering
Staff Android Engineer,Timberline Systems,"Portland, OR",Contract,"Team Leadership, Android Studio, Mentoring",155448,172869,Software Engineering
Affiliate Marketing Manager,Marble Media Group,"Boston, MA",Full-time,"Affiliate Marketing, Marketing Analytics, Conversion Rate Optimization, Lead Generation, Digital Marketing",76668,81941,"Marketing, Sales & Growth"
Junior Procurement Analyst,Falcon Ridge Ledger Co.,"Chicago, IL",Full-time,"Investment Analysis, Contract Negotiation, KPI Development, Data-Driven Decision Making, Accounting Principles, NetSuite, Excel Financial Modeling, Supply Chain Analysis",60292,67490,"Business, Finance & Analytics"
Junior Visual Designer,Nova Harbor Design,"Dublin, Ireland",Internship,"Figma, Accessibility (WCAG), Adobe Illustrator, User Research, InVision",65617,76328,Design
Senior Mobile Developer,Vertex Cloud Labs,"Boston, MA",Full-time,"Push Notifications, Mobile Performance Optimization, App Store Optimization, Jetpack Compose, In-app Purchases, Flutter, iOS Development, Xamarin, System Design",117158,140869,Software Engineering
Junior Health Informatics Analyst,Northgate Wellness Systems,"Boston, MA",Full-time,"Electronic Health Records (EHR), Population Health Analytics, Data Visualization, Deep Learning, Team Leadership",69277,77512,Health Data & Bioinformatics
Senior Email Marketing Specialist,Lumen Cloud Labs,"Los Angeles, CA",Full-time,"Email Marketing, Marketing Analytics, CRM Management",116679,146113,"Marketing, Sales & Growth"
Intern Frontend Developer,Cobalt Systems,"Atlanta, GA",Internship,"Figma, Tailwind CSS, Mentoring, Sass",20886,39535,Software Engineering
Financial Analyst Intern,Northfield Ventures,"London, UK",Internship,"Procurement, Competitive Intelligence, Excel Financial Modeling",32507,39980,"Business, Finance & Analytics"
Lead Treasury Analyst,Redwood Wealth Partners,Remote,Full-time,"excel, Pricing Strategy, Procurement",137628,153715,"Business, Finance & Analytics"
Intern Interaction Designer,Emberline Studio,"Seattle, WA",Internship,"Design Systems, Persona Development, Accessibility (WCAG), Design Thinking, Figma Prototyping, User Research, UI Design, Responsive Design",22315,35242,Design
Senior Cloud Infrastructure Engineer,Solstice Signal Solutions,Remote,Full-time,"New Relic, TCP/IP, SIEM Tools, Jenkins, SD-WAN, Load Balancers (F5)",118114,140190,DevOps & Infrastructure
Senior Systems Engineer,Onyx Cloud IT,"Portland, OR",Full-time,"IPv6, Storage Area Networks, SD-WAN, GitHub, Cloud Architecture, Communication, New Relic, Google Cloud Platform",125124,142028,DevOps & Infrastructure
Junior GRC Analyst,Sentinel Ridge Security,"Toronto, ON",Full-time,"GDPR Compliance, Amazon Web Services (AWS), TCP/IP, Firewall Configuration, Zero Trust Architecture, Shell Scripting",50521,79408,Security
Senior Tax Analyst,Summit & Associates,Remote,Full-time,"Vendor Management, P&L Management, Data-Driven Decision Making, KPI Development, Cost-Benefit Analysis",137831,153000,"Business, Finance & Analytics"
Senior Fulfillment Operations Manager,Justwell Sourcing Co,"San Francisco, CA",Full-time,"Supply Chain Analysis, Excel, Vendor Management, Procurement",108308,121848,Supply Chain
VP of Marketing,Cobalt Networks,Remote,Internship,"Sales Forecasting, Marketing Analytics, Public Relations, CRM Management, Market Research, Growth Hacking",28031,42000,"Marketing, Sales & Growth"
Senior Data Engineer,Cascadia Compute Ventures,"Toronto, ON",Part-time,"Apache Airflow, Data Warehousing, Python",137433,148974,Data & Analytics
Full Stack Engineer,Foxglove Systems,"Denver, CO",Full-time,"Docker, FastAPI, Event-Driven Architecture, Message Queues (RabbitMQ), Amazon Web Services, Storybook, Cassandra",78727,109715,Software Engineering
Senior Vendor Manager,Zephyrhold Enterprises,"Los Angeles, CA",Full-time,"SAP, NetSuite, Communication, Data Analysis, Risk Management, Cost-Benefit Analysis, KPI Development, Contract Negotiation",102302,110800,Supply Chain
Full Stack Engineer,Solstice Robotics Group,Remote,Full-time,"Kotlin, Amazon Web Services, Django, Node.js, gRPC",78638,98656,Software Engineering
Principal Frontend Engineer,Brightbay Foundry,"Atlanta, GA",Full-time,"Next.js, Accessibility (WCAG), Svelte, Vite, Storybook, React, Sass, Webpack",150377,174765,Software Engineering
DeFi Protocol Engineer,Basalt Labs,Remote,Full-time,"Ethereum, Web3, Smart Contracts, Solidity",80798,95534,Software Engineering
Lead UX Designer,Ashgrove Product,"Dublin, Ireland",Full-time,"Sketch, User Research, Adobe XD, Usability Testing",138887,165168,Design
Lead Business Intelligence Analyst,Fernwood Grid Studio,"Denver, CO",Full-time,"SQL, Business Intelligence, Data Modeling, Qlik Sense, Tableau",161505,188173,Data & Analytics
Staff Full Stack Engineer,Nova Systems,"Dublin, Ireland",Contract,"Material UI, MongoDB, REST API Design, FastAPI, ASP.NET, Ruby, Vue.js",146043,178936,Software Engineering
Senior Android Developer,Vertex Cloud Labs,"London, UK",Internship,"Kotlin, Android Studio, App Store Optimization, Ionic, Mobile Performance Optimization",132870,152985,Software Engineering
Lead AR/VR Engineer,Silverline Technologies,"Toronto, ON",Full-time,"Augmented Reality Development, C#, C++, Machine Learning",135076,155611,Software Engineering
